dataset,label,nmse,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
Lorenz,ESN,0.04241027076605825,[0.95696877 0.97518442 0.93713409],60.0,0.7,0.95,5.0,0.05,,,,,,
Lorenz,ESN,0.04322671376394229,[0.95079405 0.97382899 0.94064944],60.0,0.7,0.95,5.0,0.1,,,,,,
Lorenz,ESN,0.04513272325349314,[0.9547359  0.97079523 0.93481645],60.0,0.7,0.95,5.0,0.15,,,,,,
Lorenz,ESN,0.04801476052825121,[0.94998932 0.97099713 0.93042793],60.0,0.7,0.95,5.0,0.2,,,,,,
Lorenz,ESN,0.00012572814634407683,[0.99997499 0.99986    0.99978298],60.0,0.7,1.0,0.1,0.0,,,,,,
Lorenz,ESN,5.678653479184732e-05,[0.9999963  0.99992075 0.9999158 ],60.0,0.7,1.0,0.1,0.05,,,,,,
Lorenz,ESN,4.4028592903708395e-05,[0.99999643 0.99994612 0.99992405],60.0,0.7,1.0,0.1,0.1,,,,,,
Lorenz,ESN,9.392163593363486e-05,[0.99999063 0.99983627 0.99989559],60.0,0.7,1.0,0.1,0.15,,,,,,
Lorenz,ESN,0.00010381661014063123,[0.99999465 0.99992399 0.9998056 ],60.0,0.7,1.0,0.1,0.2,,,,,,
Lorenz,ESN,0.0007749137673514009,[0.99977302 0.99979011 0.99822444],60.0,0.7,1.0,0.5,0.0,,,,,,
Lorenz,ESN,0.0006745224408807299,[0.99982373 0.99967525 0.99855501],60.0,0.7,1.0,0.5,0.05,,,,,,
Lorenz,ESN,0.00064254962561665,[0.99983376 0.99967278 0.9986289 ],60.0,0.7,1.0,0.5,0.1,,,,,,
Lorenz,ESN,0.0008322765769669354,[0.9998058  0.99911268 0.998561  ],60.0,0.7,1.0,0.5,0.15,,,,,,
Lorenz,ESN,0.000750471018717425,[0.99980811 0.99906669 0.99884502],60.0,0.7,1.0,0.5,0.2,,,,,,
Lorenz,ESN,0.004004927879369081,[0.99879717 0.99672793 0.99267462],60.0,0.7,1.0,1.0,0.0,,,,,,
Lorenz,ESN,0.003535838869369161,[0.99857401 0.99642069 0.99424874],60.0,0.7,1.0,1.0,0.05,,,,,,
Lorenz,ESN,0.003495785109085128,[0.99827458 0.99807092 0.99355634],60.0,0.7,1.0,1.0,0.1,,,,,,
Lorenz,ESN,0.004537580592479052,[0.99768363 0.99801119 0.99093031],60.0,0.7,1.0,1.0,0.15,,,,,,
Lorenz,ESN,0.005196289054641799,[0.99815799 0.9975012  0.9893814 ],60.0,0.7,1.0,1.0,0.2,,,,,,
Lorenz,ESN,0.005730254925748139,[0.99560845 0.9956378  0.99126396],60.0,0.7,1.0,1.5,0.0,,,,,,
Lorenz,ESN,0.007212694647625611,[0.99511009 0.99637355 0.98680671],60.0,0.7,1.0,1.5,0.05,,,,,,
Lorenz,ESN,0.006390759124955109,[0.99371689 0.99714932 0.98969369],60.0,0.7,1.0,1.5,0.1,,,,,,
Lorenz,ESN,0.006177216445981466,[0.9958114  0.99691864 0.98922378],60.0,0.7,1.0,1.5,0.15,,,,,,
Lorenz,ESN,0.007373161498817099,[0.99662713 0.99521637 0.98686729],60.0,0.7,1.0,1.5,0.2,,,,,,
Lorenz,ESN,0.010147691594539827,[0.98916112 0.99341958 0.98610287],60.0,0.7,1.0,2.0,0.0,,,,,,
Lorenz,ESN,0.01249172791688633,[0.99058561 0.99475487 0.97704209],60.0,0.7,1.0,2.0,0.05,,,,,,
Lorenz,ESN,0.011301421398488757,[0.98820785 0.99527702 0.9823105 ],60.0,0.7,1.0,2.0,0.1,,,,,,
Lorenz,ESN,0.009483194749070405,[0.99213474 0.99509162 0.98477538],60.0,0.7,1.0,2.0,0.15,,,,,,
Lorenz,ESN,0.010541509418293725,[0.99334862 0.99285361 0.98272776],60.0,0.7,1.0,2.0,0.2,,,,,,
Lorenz,ESN,0.01420114165753587,[0.98595615 0.9914625  0.97893021],60.0,0.7,1.0,2.5,0.0,,,,,,
Lorenz,ESN,0.017084001189954567,[0.98697136 0.99222328 0.96941275],60.0,0.7,1.0,2.5,0.05,,,,,,
Lorenz,ESN,0.016108263683126792,[0.9829526  0.99254523 0.97519624],60.0,0.7,1.0,2.5,0.1,,,,,,
Lorenz,ESN,0.015279569887007283,[0.98544806 0.99261353 0.97569256],60.0,0.7,1.0,2.5,0.15,,,,,,
Lorenz,ESN,0.01615356754881973,[0.98659836 0.99056629 0.97420882],60.0,0.7,1.0,2.5,0.2,,,,,,
Lorenz,ESN,0.019149479154997394,[0.98245253 0.98897394 0.97008407],60.0,0.7,1.0,3.0,0.0,,,,,,
Lorenz,ESN,0.022509275078281477,[0.98196434 0.98890716 0.96127145],60.0,0.7,1.0,3.0,0.05,,,,,,
Lorenz,ESN,0.02166015971114618,[0.97653866 0.98920683 0.967623  ],60.0,0.7,1.0,3.0,0.1,,,,,,
Lorenz,ESN,0.02178006266619083,[0.9783108  0.98999008 0.96531405],60.0,0.7,1.0,3.0,0.15,,,,,,
Lorenz,ESN,0.02329359686139836,[0.97755361 0.98823284 0.96350408],60.0,0.7,1.0,3.0,0.2,,,,,,
Lorenz,ESN,0.02478128243443413,[0.97735973 0.98581532 0.96125659],60.0,0.7,1.0,3.5,0.0,,,,,,
Lorenz,ESN,0.02801423451047819,[0.97606127 0.98564798 0.95353854],60.0,0.7,1.0,3.5,0.05,,,,,,
Lorenz,ESN,0.02744577266800365,[0.96982988 0.9857665  0.95979925],60.0,0.7,1.0,3.5,0.1,,,,,,
Lorenz,ESN,0.02805393662126161,[0.97175043 0.9862852  0.95615866],60.0,0.7,1.0,3.5,0.15,,,,,,
Lorenz,ESN,0.030447518915492404,[0.9687718  0.98539737 0.95297136],60.0,0.7,1.0,3.5,0.2,,,,,,
Lorenz,ESN,0.0297812614654453,[0.9714218  0.98241864 0.95500595],60.0,0.7,1.0,4.0,0.0,,,,,,
Lorenz,ESN,0.0329333085542039,[0.96980652 0.9825135  0.94751758],60.0,0.7,1.0,4.0,0.05,,,,,,
Lorenz,ESN,0.03261780796500933,[0.96357307 0.98253684 0.9531029 ],60.0,0.7,1.0,4.0,0.1,,,,,,
Lorenz,ESN,0.033627677131925646,[0.96611338 0.9819774  0.94875764],60.0,0.7,1.0,4.0,0.15,,,,,,
Lorenz,ESN,0.036893288416055485,[0.96144829 0.98175746 0.9438133 ],60.0,0.7,1.0,4.0,0.2,,,,,,
Lorenz,ESN,0.033855011227024154,[0.96553961 0.97912565 0.95111363],60.0,0.7,1.0,4.5,0.0,,,,,,
Lorenz,ESN,0.03738449874622853,[0.96373765 0.97925143 0.94264905],60.0,0.7,1.0,4.5,0.05,,,,,,
Lorenz,ESN,0.03746193825857501,[0.95764441 0.9789639  0.94725308],60.0,0.7,1.0,4.5,0.1,,,,,,
Lorenz,ESN,0.038839782716284084,[0.9610138  0.97728978 0.94221324],60.0,0.7,1.0,4.5,0.15,,,,,,
Lorenz,ESN,0.04246870318307113,[0.95576114 0.97733464 0.93638226],60.0,0.7,1.0,4.5,0.2,,,,,,
Lorenz,ESN,0.037560521906235676,[0.96005015 0.97593157 0.9477431 ],60.0,0.7,1.0,5.0,0.0,,,,,,
Lorenz,ESN,0.04181159703006168,[0.95805715 0.97571339 0.93766842],60.0,0.7,1.0,5.0,0.05,,,,,,
Lorenz,ESN,0.042376552881583,[0.95192732 0.97474681 0.94148438],60.0,0.7,1.0,5.0,0.1,,,,,,
Lorenz,ESN,0.044084723599301864,[0.95603856 0.97212802 0.93574981],60.0,0.7,1.0,5.0,0.15,,,,,,
Lorenz,ESN,0.04748965528243498,[0.95099207 0.97226201 0.93021628],60.0,0.7,1.0,5.0,0.2,,,,,,
Lorenz,ESN,0.00029802389440229405,[0.9999554  0.99974031 0.99942252],60.0,0.7,1.05,0.1,0.0,,,,,,
Lorenz,ESN,0.00013760408578138207,[0.99998991 0.99985084 0.99975925],60.0,0.7,1.05,0.1,0.05,,,,,,
Lorenz,ESN,0.00011592006662853956,[0.99999103 0.9998268  0.99983626],60.0,0.7,1.05,0.1,0.1,,,,,,
Lorenz,ESN,0.00018365205190376354,[0.99998229 0.99972521 0.99973733],60.0,0.7,1.05,0.1,0.15,,,,,,
Lorenz,ESN,0.00031851316354721714,[0.99998299 0.99978121 0.99942955],60.0,0.7,1.05,0.1,0.2,,,,,,
Lorenz,ESN,0.000836131296864552,[0.99974467 0.99976358 0.99810788],60.0,0.7,1.05,0.5,0.0,,,,,,
Lorenz,ESN,0.0007240660074756591,[0.99980591 0.99965688 0.99845672],60.0,0.7,1.05,0.5,0.05,,,,,,
Lorenz,ESN,0.0007528676464345651,[0.99981069 0.99950616 0.99848559],60.0,0.7,1.05,0.5,0.1,,,,,,
Lorenz,ESN,0.001026197811218057,[0.9997616  0.99892982 0.99821589],60.0,0.7,1.05,0.5,0.15,,,,,,
Lorenz,ESN,0.000982500121857727,[0.99977045 0.99871194 0.9984988 ],60.0,0.7,1.05,0.5,0.2,,,,,,
Lorenz,ESN,0.004401331082777682,[0.99858431 0.99645938 0.99207428],60.0,0.7,1.05,1.0,0.0,,,,,,
Lorenz,ESN,0.003970092115126307,[0.99839377 0.99589316 0.99367515],60.0,0.7,1.05,1.0,0.05,,,,,,
Lorenz,ESN,0.003888608495046588,[0.99808982 0.99781736 0.99300965],60.0,0.7,1.05,1.0,0.1,,,,,,
Lorenz,ESN,0.005094411566282499,[0.99733085 0.99773692 0.98993557],60.0,0.7,1.05,1.0,0.15,,,,,,
Lorenz,ESN,0.0058004088284343575,[0.99789346 0.99722888 0.98819975],60.0,0.7,1.05,1.0,0.2,,,,,,
Lorenz,ESN,0.005896896555987634,[0.99594111 0.9951467  0.99088912],60.0,0.7,1.05,1.5,0.0,,,,,,
Lorenz,ESN,0.007237325111927768,[0.9952123  0.99595236 0.98699197],60.0,0.7,1.05,1.5,0.05,,,,,,
Lorenz,ESN,0.0063983981081254925,[0.99380086 0.99698195 0.98968157],60.0,0.7,1.05,1.5,0.1,,,,,,
Lorenz,ESN,0.006457823440427007,[0.99556976 0.99671434 0.98874128],60.0,0.7,1.05,1.5,0.15,,,,,,
Lorenz,ESN,0.008113272954090646,[0.99653485 0.99480105 0.98527947],60.0,0.7,1.05,1.5,0.2,,,,,,
Lorenz,ESN,0.010351163979979911,[0.98890224 0.99298634 0.98619686],60.0,0.7,1.05,2.0,0.0,,,,,,
Lorenz,ESN,0.01278089366603096,[0.99002847 0.99455769 0.97683422],60.0,0.7,1.05,2.0,0.05,,,,,,
Lorenz,ESN,0.011508183870815748,[0.9877219  0.99517559 0.98233142],60.0,0.7,1.05,2.0,0.1,,,,,,
Lorenz,ESN,0.009390426961655545,[0.99238793 0.99496067 0.98504286],60.0,0.7,1.05,2.0,0.15,,,,,,
Lorenz,ESN,0.011022882403645266,[0.99364302 0.99217621 0.98192321],60.0,0.7,1.05,2.0,0.2,,,,,,
Lorenz,ESN,0.014438960288863056,[0.98506263 0.99110893 0.97935605],60.0,0.7,1.05,2.5,0.0,,,,,,
Lorenz,ESN,0.017257008731179427,[0.98652785 0.99223441 0.96924612],60.0,0.7,1.05,2.5,0.05,,,,,,
Lorenz,ESN,0.016260717744928543,[0.9825093  0.99258453 0.97519876],60.0,0.7,1.05,2.5,0.1,,,,,,
Lorenz,ESN,0.014816685525205774,[0.98590601 0.99254129 0.97683011],60.0,0.7,1.05,2.5,0.15,,,,,,
Lorenz,ESN,0.015877108760003283,[0.98769621 0.99020134 0.9745693 ],60.0,0.7,1.05,2.5,0.2,,,,,,
Lorenz,ESN,0.01906773038533713,[0.98185358 0.98885405 0.97091166],60.0,0.7,1.05,3.0,0.0,,,,,,
Lorenz,ESN,0.02243677276292332,[0.98183967 0.98895291 0.96151841],60.0,0.7,1.05,3.0,0.05,,,,,,
Lorenz,ESN,0.02144298653517576,[0.97634708 0.98935532 0.96827986],60.0,0.7,1.05,3.0,0.1,,,,,,
Lorenz,ESN,0.02119592127811934,[0.97864477 0.9901     0.96667098],60.0,0.7,1.05,3.0,0.15,,,,,,
Lorenz,ESN,0.022624851853372457,[0.97874749 0.98807563 0.96459823],60.0,0.7,1.05,3.0,0.2,,,,,,
Lorenz,ESN,0.024470061229536263,[0.97731164 0.98591444 0.96208488],60.0,0.7,1.05,3.5,0.0,,,,,,
Lorenz,ESN,0.027805411072743962,[0.97629867 0.98564871 0.95395378],60.0,0.7,1.05,3.5,0.05,,,,,,
Lorenz,ESN,0.027040941357389534,[0.96987797 0.98588775 0.96079512],60.0,0.7,1.05,3.5,0.1,,,,,,
Lorenz,ESN,0.0274287672717445,[0.97213447 0.98672187 0.95727832],60.0,0.7,1.05,3.5,0.15,,,,,,
Lorenz,ESN,0.029731103894320723,[0.96976815 0.98549139 0.95414429],60.0,0.7,1.05,3.5,0.2,,,,,,
Lorenz,ESN,0.029517065001409593,[0.97176084 0.98262825 0.95533281],60.0,0.7,1.05,4.0,0.0,,,,,,
Lorenz,ESN,0.03268814218435064,[0.97035331 0.98256148 0.94779369],60.0,0.7,1.05,4.0,0.05,,,,,,
Lorenz,ESN,0.032116537815820356,[0.96397948 0.98273056 0.95404954],60.0,0.7,1.05,4.0,0.1,,,,,,
Lorenz,ESN,0.03295075695162604,[0.96668195 0.98264122 0.94967312],60.0,0.7,1.05,4.0,0.15,,,,,,
Lorenz,ESN,0.03628605164947984,[0.96217716 0.98215813 0.94465047],60.0,0.7,1.05,4.0,0.2,,,,,,
Lorenz,ESN,0.033652265605636514,[0.96608939 0.97936934 0.95111754],60.0,0.7,1.05,4.5,0.0,,,,,,
Lorenz,ESN,0.03704027562714858,[0.96453501 0.97946007 0.94290765],60.0,0.7,1.05,4.5,0.05,,,,,,
Lorenz,ESN,0.03681473359327817,[0.95842948 0.97943329 0.9481149 ],60.0,0.7,1.05,4.5,0.1,,,,,,
Lorenz,ESN,0.038013699867005916,[0.9618818  0.9782218  0.94310979],60.0,0.7,1.05,4.5,0.15,,,,,,
Lorenz,ESN,0.041937301094238676,[0.95644622 0.97808343 0.93677386],60.0,0.7,1.05,4.5,0.2,,,,,,
Lorenz,ESN,0.0372798083000168,[0.96075251 0.97624051 0.94783843],60.0,0.7,1.05,5.0,0.0,,,,,,
Lorenz,ESN,0.041275978803637946,[0.95907106 0.97613504 0.93814795],60.0,0.7,1.05,5.0,0.05,,,,,,
Lorenz,ESN,0.041565869024225564,[0.95299281 0.97553877 0.94234569],60.0,0.7,1.05,5.0,0.1,,,,,,
Lorenz,ESN,0.0430733349239785,[0.9572239  0.97336038 0.93672199],60.0,0.7,1.05,5.0,0.15,,,,,,
Lorenz,ESN,0.04693862594045069,[0.95185888 0.97337713 0.93026691],60.0,0.7,1.05,5.0,0.2,,,,,,
Lorenz,ESN,0.000520641872004681,[0.99991786 0.99955678 0.99899993],60.0,0.7,1.1,0.1,0.0,,,,,,
Lorenz,ESN,0.0003208627541515176,[0.99996626 0.99969312 0.9994019 ],60.0,0.7,1.1,0.1,0.05,,,,,,
Lorenz,ESN,0.0003279747341876722,[0.99997857 0.99955744 0.99950855],60.0,0.7,1.1,0.1,0.1,,,,,,
Lorenz,ESN,0.00056461668003644,[0.99995678 0.99929264 0.99905425],60.0,0.7,1.1,0.1,0.15,,,,,,
Lorenz,ESN,0.0007378466792342471,[0.99994107 0.99923965 0.99887288],60.0,0.7,1.1,0.1,0.2,,,,,,
Lorenz,ESN,0.0009205691278734347,[0.99972684 0.99966881 0.99798243],60.0,0.7,1.1,0.5,0.0,,,,,,
Lorenz,ESN,0.0007645684350142983,[0.99979252 0.99958855 0.99841649],60.0,0.7,1.1,0.5,0.05,,,,,,
Lorenz,ESN,0.0008714157287206569,[0.99977192 0.9992602  0.99839255],60.0,0.7,1.1,0.5,0.1,,,,,,
Lorenz,ESN,0.0012141210735503675,[0.99970548 0.99878217 0.99788587],60.0,0.7,1.1,0.5,0.15,,,,,,
Lorenz,ESN,0.001362948813403364,[0.99970605 0.99810598 0.99798281],60.0,0.7,1.1,0.5,0.2,,,,,,
Lorenz,ESN,0.004753072902417077,[0.99833998 0.99618829 0.99159792],60.0,0.7,1.1,1.0,0.0,,,,,,
Lorenz,ESN,0.004328823910972953,[0.99825184 0.99553142 0.99317131],60.0,0.7,1.1,1.0,0.05,,,,,,
Lorenz,ESN,0.004282559323026605,[0.99795066 0.99756806 0.99236952],60.0,0.7,1.1,1.0,0.1,,,,,,
Lorenz,ESN,0.005501556841889929,[0.99701803 0.99746669 0.98938297],60.0,0.7,1.1,1.0,0.15,,,,,,
Lorenz,ESN,0.006318644710259348,[0.99768895 0.99696292 0.98721827],60.0,0.7,1.1,1.0,0.2,,,,,,
Lorenz,ESN,0.006178589077049243,[0.9961466  0.99458137 0.9903467 ],60.0,0.7,1.1,1.5,0.0,,,,,,
Lorenz,ESN,0.007301643314060781,[0.99535982 0.99540335 0.98713343],60.0,0.7,1.1,1.5,0.05,,,,,,
Lorenz,ESN,0.006337509739344169,[0.99409153 0.99682146 0.98968925],60.0,0.7,1.1,1.5,0.1,,,,,,
Lorenz,ESN,0.006752792849616504,[0.99527167 0.99649785 0.98824993],60.0,0.7,1.1,1.5,0.15,,,,,,
Lorenz,ESN,0.008814588836490809,[0.99640694 0.99436586 0.98378223],60.0,0.7,1.1,1.5,0.2,,,,,,
Lorenz,ESN,0.010505949193329688,[0.98894001 0.99253841 0.98619493],60.0,0.7,1.1,2.0,0.0,,,,,,
Lorenz,ESN,0.013047825794488283,[0.98955886 0.99430739 0.97666998],60.0,0.7,1.1,2.0,0.05,,,,,,
Lorenz,ESN,0.011718213034527181,[0.98720428 0.99504503 0.98237455],60.0,0.7,1.1,2.0,0.1,,,,,,
Lorenz,ESN,0.009391176292406097,[0.99251694 0.99475389 0.98517136],60.0,0.7,1.1,2.0,0.15,,,,,,
Lorenz,ESN,0.01160100224211641,[0.99379713 0.99141167 0.98100676],60.0,0.7,1.1,2.0,0.2,,,,,,
Lorenz,ESN,0.01470316887095123,[0.98428117 0.99071846 0.97966782],60.0,0.7,1.1,2.5,0.0,,,,,,
Lorenz,ESN,0.01747279187763988,[0.98606425 0.99222578 0.96899066],60.0,0.7,1.1,2.5,0.05,,,,,,
Lorenz,ESN,0.01645491462718743,[0.98210172 0.99262899 0.97509476],60.0,0.7,1.1,2.5,0.1,,,,,,
Lorenz,ESN,0.014383712279727633,[0.98640414 0.9924797  0.9778566 ],60.0,0.7,1.1,2.5,0.15,,,,,,
Lorenz,ESN,0.015786600134614685,[0.98869361 0.98973941 0.9746214 ],60.0,0.7,1.1,2.5,0.2,,,,,,
Lorenz,ESN,0.019088890015749094,[0.98116575 0.98867493 0.97159421],60.0,0.7,1.1,3.0,0.0,,,,,,
Lorenz,ESN,0.022419235534063508,[0.98168654 0.9890332  0.96159439],60.0,0.7,1.1,3.0,0.05,,,,,,
Lorenz,ESN,0.02130289466684043,[0.97619932 0.98951283 0.96870132],60.0,0.7,1.1,3.0,0.1,,,,,,
Lorenz,ESN,0.02061673328317243,[0.97902796 0.99014092 0.96805405],60.0,0.7,1.1,3.0,0.15,,,,,,
Lorenz,ESN,0.021998162435857352,[0.9800603  0.98787053 0.96554957],60.0,0.7,1.1,3.0,0.2,,,,,,
Lorenz,ESN,0.02421558675954538,[0.97712978 0.98595871 0.96290489],60.0,0.7,1.1,3.5,0.0,,,,,,
Lorenz,ESN,0.027619024664300208,[0.97648701 0.98568171 0.95429694],60.0,0.7,1.1,3.5,0.05,,,,,,
Lorenz,ESN,0.026694467815727558,[0.96987972 0.98603954 0.96163693],60.0,0.7,1.1,3.5,0.1,,,,,,
Lorenz,ESN,0.026811466388478266,[0.97248716 0.98708241 0.95847727],60.0,0.7,1.1,3.5,0.15,,,,,,
Lorenz,ESN,0.02897061354823665,[0.97088294 0.98553087 0.95539078],60.0,0.7,1.1,3.5,0.2,,,,,,
Lorenz,ESN,0.02924182188395516,[0.97202195 0.98281415 0.95575303],60.0,0.7,1.1,4.0,0.0,,,,,,
Lorenz,ESN,0.032447668749108136,[0.97085197 0.98260276 0.94807811],60.0,0.7,1.1,4.0,0.05,,,,,,
Lorenz,ESN,0.031664272613044095,[0.96426914 0.98288621 0.95496613],60.0,0.7,1.1,4.0,0.1,,,,,,
Lorenz,ESN,0.03230953646652569,[0.96715515 0.98322338 0.95063279],60.0,0.7,1.1,4.0,0.15,,,,,,
Lorenz,ESN,0.03560969627287806,[0.9629538  0.98246574 0.94571271],60.0,0.7,1.1,4.0,0.2,,,,,,
Lorenz,ESN,0.03344174290423132,[0.96660193 0.97959654 0.95116054],60.0,0.7,1.1,4.5,0.0,,,,,,
Lorenz,ESN,0.03672430086748616,[0.96527177 0.97961572 0.943156  ],60.0,0.7,1.1,4.5,0.05,,,,,,
Lorenz,ESN,0.03621610532911675,[0.95909605 0.97979871 0.94900059],60.0,0.7,1.1,4.5,0.1,,,,,,
Lorenz,ESN,0.037245123691102694,[0.96261827 0.97903934 0.94402732],60.0,0.7,1.1,4.5,0.15,,,,,,
Lorenz,ESN,0.041363583614554694,[0.95704703 0.97869779 0.93744327],60.0,0.7,1.1,4.5,0.2,,,,,,
Lorenz,ESN,0.03703109462278542,[0.96141768 0.97650233 0.94788575],60.0,0.7,1.1,5.0,0.0,,,,,,
Lorenz,ESN,0.04079378696934439,[0.96001548 0.97647177 0.93857777],60.0,0.7,1.1,5.0,0.05,,,,,,
Lorenz,ESN,0.04079316742917635,[0.95397854 0.97621268 0.94324167],60.0,0.7,1.1,5.0,0.1,,,,,,
Lorenz,ESN,0.04211275260542132,[0.95827618 0.97447441 0.93772448],60.0,0.7,1.1,5.0,0.15,,,,,,
Lorenz,ESN,0.04636481998391692,[0.95258208 0.97433752 0.9305886 ],60.0,0.7,1.1,5.0,0.2,,,,,,
Lorenz,ESN,0.0007891258108338524,[0.99984183 0.99923942 0.99857968],60.0,0.7,1.15,0.1,0.0,,,,,,
Lorenz,ESN,0.0005931718373065563,[0.99991487 0.99938242 0.99894708],60.0,0.7,1.15,0.1,0.05,,,,,,
Lorenz,ESN,0.0006267738792134139,[0.99994961 0.99919042 0.99900645],60.0,0.7,1.15,0.1,0.1,,,,,,
Lorenz,ESN,0.0016604511577943575,[0.99986787 0.99775586 0.99739405],60.0,0.7,1.15,0.1,0.15,,,,,,
Lorenz,ESN,0.0018841487301198387,[0.99985166 0.99760852 0.99692277],60.0,0.7,1.15,0.1,0.2,,,,,,
Lorenz,ESN,0.0010398396389088638,[0.99970008 0.99952509 0.99782017],60.0,0.7,1.15,0.5,0.0,,,,,,
Lorenz,ESN,0.0008262225374707718,[0.99977622 0.99946452 0.99835904],60.0,0.7,1.15,0.5,0.05,,,,,,
Lorenz,ESN,0.001018720580775199,[0.99970441 0.99894119 0.99830224],60.0,0.7,1.15,0.5,0.1,,,,,,
Lorenz,ESN,0.0014011851936309697,[0.99964568 0.99864194 0.99757764],60.0,0.7,1.15,0.5,0.15,,,,,,
Lorenz,ESN,0.0017659191889670147,[0.99963036 0.9974121  0.99751426],60.0,0.7,1.15,0.5,0.2,,,,,,
Lorenz,ESN,0.005056988041961563,[0.99807769 0.99592678 0.99121779],60.0,0.7,1.15,1.0,0.0,,,,,,
Lorenz,ESN,0.004605597038410725,[0.9981439  0.99534208 0.99273307],60.0,0.7,1.15,1.0,0.05,,,,,,
Lorenz,ESN,0.004613218721265178,[0.99788868 0.99736684 0.991703  ],60.0,0.7,1.15,1.0,0.1,,,,,,
Lorenz,ESN,0.005667395535296961,[0.99681307 0.99719084 0.98942541],60.0,0.7,1.15,1.0,0.15,,,,,,
Lorenz,ESN,0.006753669798302542,[0.99755807 0.9967017  0.98641716],60.0,0.7,1.15,1.0,0.2,,,,,,
Lorenz,ESN,0.006581174037277068,[0.99620388 0.99396223 0.98964245],60.0,0.7,1.15,1.5,0.0,,,,,,
Lorenz,ESN,0.007407087221804081,[0.99550378 0.99475413 0.9872379 ],60.0,0.7,1.15,1.5,0.05,,,,,,
Lorenz,ESN,0.006258480001429607,[0.99447117 0.99665418 0.98970204],60.0,0.7,1.15,1.5,0.1,,,,,,
Lorenz,ESN,0.007064658967328414,[0.99494927 0.99626326 0.98773825],60.0,0.7,1.15,1.5,0.15,,,,,,
Lorenz,ESN,0.009491202079151684,[0.99618819 0.99387779 0.982421  ],60.0,0.7,1.15,1.5,0.2,,,,,,
Lorenz,ESN,0.010615528218015742,[0.9892436  0.99207614 0.98609565],60.0,0.7,1.15,2.0,0.0,,,,,,
Lorenz,ESN,0.01327528492386392,[0.98921401 0.99400331 0.97656774],60.0,0.7,1.15,2.0,0.05,,,,,,
Lorenz,ESN,0.011916769632553554,[0.98667573 0.99490461 0.98243423],60.0,0.7,1.15,2.0,0.1,,,,,,
Lorenz,ESN,0.009475823927191795,[0.992477   0.99448838 0.98519934],60.0,0.7,1.15,2.0,0.15,,,,,,
Lorenz,ESN,0.012192465060565637,[0.99380145 0.9906251  0.98012112],60.0,0.7,1.15,2.0,0.2,,,,,,
Lorenz,ESN,0.014975431553208896,[0.98366157 0.99029666 0.97986808],60.0,0.7,1.15,2.5,0.0,,,,,,
Lorenz,ESN,0.017731908972071955,[0.98557588 0.99218003 0.9686658 ],60.0,0.7,1.15,2.5,0.05,,,,,,
Lorenz,ESN,0.01667550752858977,[0.98171673 0.99267639 0.97493288],60.0,0.7,1.15,2.5,0.1,,,,,,
Lorenz,ESN,0.014016734954024727,[0.98688112 0.99241836 0.97871969],60.0,0.7,1.15,2.5,0.15,,,,,,
Lorenz,ESN,0.01589551278425466,[0.98952537 0.98915282 0.9743868 ],60.0,0.7,1.15,2.5,0.2,,,,,,
Lorenz,ESN,0.019195104057904495,[0.98044136 0.98844827 0.9721312 ],60.0,0.7,1.15,3.0,0.0,,,,,,
Lorenz,ESN,0.022452600583063375,[0.981516   0.98913955 0.96151309],60.0,0.7,1.15,3.0,0.05,,,,,,
Lorenz,ESN,0.021234683475722653,[0.97609557 0.98966849 0.96891799],60.0,0.7,1.15,3.0,0.1,,,,,,
Lorenz,ESN,0.020052074095481636,[0.97946426 0.99013679 0.96941156],60.0,0.7,1.15,3.0,0.15,,,,,,
Lorenz,ESN,0.02146314737421797,[0.9814448  0.98760665 0.96627743],60.0,0.7,1.15,3.0,0.2,,,,,,
Lorenz,ESN,0.02404080627898749,[0.97681318 0.98594647 0.96366292],60.0,0.7,1.15,3.5,0.0,,,,,,
Lorenz,ESN,0.02746826948407842,[0.97663076 0.98574936 0.95452689],60.0,0.7,1.15,3.5,0.05,,,,,,
Lorenz,ESN,0.02640639814896215,[0.96987953 0.98622687 0.96229421],60.0,0.7,1.15,3.5,0.1,,,,,,
Lorenz,ESN,0.026200336281502184,[0.9728274  0.98737019 0.95974415],60.0,0.7,1.15,3.5,0.15,,,,,,
Lorenz,ESN,0.02819757254975299,[0.97212792 0.98552422 0.9566131 ],60.0,0.7,1.15,3.5,0.2,,,,,,
Lorenz,ESN,0.028977497137995946,[0.97217859 0.98296656 0.95623888],60.0,0.7,1.15,4.0,0.0,,,,,,
Lorenz,ESN,0.03221732152588299,[0.97130557 0.98265137 0.94834134],60.0,0.7,1.15,4.0,0.05,,,,,,
Lorenz,ESN,0.03126883641525386,[0.96445891 0.98303056 0.95580031],60.0,0.7,1.15,4.0,0.1,,,,,,
Lorenz,ESN,0.031697836228745765,[0.96754894 0.98373639 0.9516364 ],60.0,0.7,1.15,4.0,0.15,,,,,,
Lorenz,ESN,0.03487326965274373,[0.9638277  0.98270053 0.9469228 ],60.0,0.7,1.15,4.0,0.2,,,,,,
Lorenz,ESN,0.03322557833075396,[0.96706156 0.97981173 0.95124605],60.0,0.7,1.15,4.5,0.0,,,,,,
Lorenz,ESN,0.036431668331916335,[0.96595599 0.97973852 0.94338651],60.0,0.7,1.15,4.5,0.05,,,,,,
