taskType,label,accuracy,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
delay,ESN,0.4469399906676106,0.4469399906676106,15.0,0.7,0.9,1.5,0.15,,,,,,
delay,ESN,0.6269616320736805,0.6269616320736805,15.0,0.7,0.9,1.5,0.2,,,,,,
delay,ESN,0.620397964747935,0.620397964747935,15.0,0.7,0.9,2.0,0.0,,,,,,
delay,ESN,0.37869229297669565,0.37869229297669565,15.0,0.7,0.9,2.0,0.05,,,,,,
delay,ESN,0.26760335025218945,0.26760335025218945,15.0,0.7,0.9,2.0,0.1,,,,,,
delay,ESN,0.1604486550029741,0.1604486550029741,15.0,0.7,0.9,2.0,0.15,,,,,,
delay,ESN,0.5030426939524638,0.5030426939524638,15.0,0.7,0.9,2.0,0.2,,,,,,
delay,ESN,0.5543178151990615,0.5543178151990615,15.0,0.7,0.9,2.5,0.0,,,,,,
delay,ESN,0.2752113681933943,0.2752113681933943,15.0,0.7,0.9,2.5,0.05,,,,,,
delay,ESN,0.21262350726899276,0.21262350726899276,15.0,0.7,0.9,2.5,0.1,,,,,,
delay,ESN,0.31457879460346694,0.31457879460346694,15.0,0.7,0.9,2.5,0.15,,,,,,
delay,ESN,0.3060241906779859,0.3060241906779859,15.0,0.7,0.9,2.5,0.2,,,,,,
delay,ESN,0.1746408656956793,0.1746408656956793,15.0,0.7,0.9,3.0,0.0,,,,,,
delay,ESN,0.4090787646626035,0.4090787646626035,15.0,0.7,0.9,3.0,0.05,,,,,,
delay,ESN,0.524891026038374,0.524891026038374,15.0,0.7,0.9,3.0,0.1,,,,,,
delay,ESN,0.28595058084731206,0.28595058084731206,15.0,0.7,0.9,3.0,0.15,,,,,,
delay,ESN,0.38505949227242997,0.38505949227242997,15.0,0.7,0.9,3.0,0.2,,,,,,
delay,ESN,0.33094581882017965,0.33094581882017965,15.0,0.7,0.9,3.5,0.0,,,,,,
delay,ESN,0.3791073774763952,0.3791073774763952,15.0,0.7,0.9,3.5,0.05,,,,,,
delay,ESN,0.31880435011907465,0.31880435011907465,15.0,0.7,0.9,3.5,0.1,,,,,,
delay,ESN,0.11431520887187557,0.11431520887187557,15.0,0.7,0.9,3.5,0.15,,,,,,
delay,ESN,0.265806532356998,0.265806532356998,15.0,0.7,0.9,3.5,0.2,,,,,,
delay,ESN,0.35640820029777054,0.35640820029777054,15.0,0.7,0.9,4.0,0.0,,,,,,
delay,ESN,0.30188299230574506,0.30188299230574506,15.0,0.7,0.9,4.0,0.05,,,,,,
delay,ESN,0.37907716785211293,0.37907716785211293,15.0,0.7,0.9,4.0,0.1,,,,,,
delay,ESN,0.10467476068291089,0.10467476068291089,15.0,0.7,0.9,4.0,0.15,,,,,,
delay,ESN,0.3769044890394413,0.3769044890394413,15.0,0.7,0.9,4.0,0.2,,,,,,
delay,ESN,0.17774677333327338,0.17774677333327338,15.0,0.7,0.9,4.5,0.0,,,,,,
delay,ESN,0.21778909460405974,0.21778909460405974,15.0,0.7,0.9,4.5,0.05,,,,,,
delay,ESN,0.09701701285664185,0.09701701285664185,15.0,0.7,0.9,4.5,0.1,,,,,,
delay,ESN,0.10944187561817245,0.10944187561817245,15.0,0.7,0.9,4.5,0.15,,,,,,
delay,ESN,0.43505912960606996,0.43505912960606996,15.0,0.7,0.9,4.5,0.2,,,,,,
delay,ESN,0.3567144209019174,0.3567144209019174,15.0,0.7,0.9,5.0,0.0,,,,,,
delay,ESN,0.35193185138849997,0.35193185138849997,15.0,0.7,0.9,5.0,0.05,,,,,,
delay,ESN,0.22398931064995725,0.22398931064995725,15.0,0.7,0.9,5.0,0.1,,,,,,
delay,ESN,0.6199397222188432,0.6199397222188432,15.0,0.7,0.9,5.0,0.15,,,,,,
delay,ESN,0.22514417329099987,0.22514417329099987,15.0,0.7,0.9,5.0,0.2,,,,,,
delay,ESN,0.9934104874970588,0.9934104874970588,15.0,0.7,0.95,0.1,0.0,,,,,,
delay,ESN,0.987855862534652,0.987855862534652,15.0,0.7,0.95,0.1,0.05,,,,,,
delay,ESN,0.9993269113555703,0.9993269113555703,15.0,0.7,0.95,0.1,0.1,,,,,,
delay,ESN,0.9847104413366424,0.9847104413366424,15.0,0.7,0.95,0.1,0.15,,,,,,
delay,ESN,0.9827659223547885,0.9827659223547885,15.0,0.7,0.95,0.1,0.2,,,,,,
delay,ESN,0.9065661942255722,0.9065661942255722,15.0,0.7,0.95,0.5,0.0,,,,,,
delay,ESN,0.8736953721841042,0.8736953721841042,15.0,0.7,0.95,0.5,0.05,,,,,,
delay,ESN,0.8614724330724883,0.8614724330724883,15.0,0.7,0.95,0.5,0.1,,,,,,
delay,ESN,0.669022783673489,0.669022783673489,15.0,0.7,0.95,0.5,0.15,,,,,,
delay,ESN,0.8431800170988223,0.8431800170988223,15.0,0.7,0.95,0.5,0.2,,,,,,
delay,ESN,0.7300653853598935,0.7300653853598935,15.0,0.7,0.95,1.0,0.0,,,,,,
delay,ESN,0.7547513493223892,0.7547513493223892,15.0,0.7,0.95,1.0,0.05,,,,,,
delay,ESN,0.6654444769288761,0.6654444769288761,15.0,0.7,0.95,1.0,0.1,,,,,,
delay,ESN,0.5667967701476107,0.5667967701476107,15.0,0.7,0.95,1.0,0.15,,,,,,
delay,ESN,0.580885271264024,0.580885271264024,15.0,0.7,0.95,1.0,0.2,,,,,,
delay,ESN,0.5280346752809217,0.5280346752809217,15.0,0.7,0.95,1.5,0.0,,,,,,
delay,ESN,0.6290310632679826,0.6290310632679826,15.0,0.7,0.95,1.5,0.05,,,,,,
delay,ESN,0.5090565113240325,0.5090565113240325,15.0,0.7,0.95,1.5,0.1,,,,,,
delay,ESN,0.2969564406909352,0.2969564406909352,15.0,0.7,0.95,1.5,0.15,,,,,,
delay,ESN,0.652655769878524,0.652655769878524,15.0,0.7,0.95,1.5,0.2,,,,,,
delay,ESN,0.6556339005446392,0.6556339005446392,15.0,0.7,0.95,2.0,0.0,,,,,,
delay,ESN,0.6431125570509006,0.6431125570509006,15.0,0.7,0.95,2.0,0.05,,,,,,
delay,ESN,0.5450063167624457,0.5450063167624457,15.0,0.7,0.95,2.0,0.1,,,,,,
delay,ESN,0.27473045861371925,0.27473045861371925,15.0,0.7,0.95,2.0,0.15,,,,,,
delay,ESN,0.392719447943823,0.392719447943823,15.0,0.7,0.95,2.0,0.2,,,,,,
delay,ESN,0.5016837728754588,0.5016837728754588,15.0,0.7,0.95,2.5,0.0,,,,,,
delay,ESN,0.4367740725090565,0.4367740725090565,15.0,0.7,0.95,2.5,0.05,,,,,,
delay,ESN,0.4481083410059058,0.4481083410059058,15.0,0.7,0.95,2.5,0.1,,,,,,
delay,ESN,0.16232091356882647,0.16232091356882647,15.0,0.7,0.95,2.5,0.15,,,,,,
delay,ESN,0.39424247604494067,0.39424247604494067,15.0,0.7,0.95,2.5,0.2,,,,,,
delay,ESN,0.5106278348661198,0.5106278348661198,15.0,0.7,0.95,3.0,0.0,,,,,,
delay,ESN,0.24775115810940945,0.24775115810940945,15.0,0.7,0.95,3.0,0.05,,,,,,
delay,ESN,0.2066210848238906,0.2066210848238906,15.0,0.7,0.95,3.0,0.1,,,,,,
delay,ESN,0.24434630606675545,0.24434630606675545,15.0,0.7,0.95,3.0,0.15,,,,,,
delay,ESN,0.1597699988820547,0.1597699988820547,15.0,0.7,0.95,3.0,0.2,,,,,,
delay,ESN,0.3309126550612942,0.3309126550612942,15.0,0.7,0.95,3.5,0.0,,,,,,
delay,ESN,0.36876827985498567,0.36876827985498567,15.0,0.7,0.95,3.5,0.05,,,,,,
delay,ESN,0.1712818876898753,0.1712818876898753,15.0,0.7,0.95,3.5,0.1,,,,,,
delay,ESN,0.33155920483037365,0.33155920483037365,15.0,0.7,0.95,3.5,0.15,,,,,,
delay,ESN,0.24435235981333053,0.24435235981333053,15.0,0.7,0.95,3.5,0.2,,,,,,
delay,ESN,0.5316429606053794,0.5316429606053794,15.0,0.7,0.95,4.0,0.0,,,,,,
delay,ESN,0.29448537468263397,0.29448537468263397,15.0,0.7,0.95,4.0,0.05,,,,,,
delay,ESN,0.3999599254930524,0.3999599254930524,15.0,0.7,0.95,4.0,0.1,,,,,,
delay,ESN,0.41758019576621264,0.41758019576621264,15.0,0.7,0.95,4.0,0.15,,,,,,
delay,ESN,0.49416492423383274,0.49416492423383274,15.0,0.7,0.95,4.0,0.2,,,,,,
delay,ESN,0.2941885851846587,0.2941885851846587,15.0,0.7,0.95,4.5,0.0,,,,,,
delay,ESN,0.3242978463164091,0.3242978463164091,15.0,0.7,0.95,4.5,0.05,,,,,,
delay,ESN,0.09378450980124138,0.09378450980124138,15.0,0.7,0.95,4.5,0.1,,,,,,
delay,ESN,0.18208590236844485,0.18208590236844485,15.0,0.7,0.95,4.5,0.15,,,,,,
delay,ESN,0.07845948981388955,0.07845948981388955,15.0,0.7,0.95,4.5,0.2,,,,,,
delay,ESN,0.3869609452818269,0.3869609452818269,15.0,0.7,0.95,5.0,0.0,,,,,,
delay,ESN,0.2591480688980777,0.2591480688980777,15.0,0.7,0.95,5.0,0.05,,,,,,
delay,ESN,0.09315953130869753,0.09315953130869753,15.0,0.7,0.95,5.0,0.1,,,,,,
delay,ESN,0.11710113929864038,0.11710113929864038,15.0,0.7,0.95,5.0,0.15,,,,,,
delay,ESN,0.11107090962570901,0.11107090962570901,15.0,0.7,0.95,5.0,0.2,,,,,,
delay,ESN,0.9941732532642362,0.9941732532642362,15.0,0.7,1.0,0.1,0.0,,,,,,
delay,ESN,0.995393920113523,0.995393920113523,15.0,0.7,1.0,0.1,0.05,,,,,,
delay,ESN,0.9971752371801004,0.9971752371801004,15.0,0.7,1.0,0.1,0.1,,,,,,
delay,ESN,0.980492680714481,0.980492680714481,15.0,0.7,1.0,0.1,0.15,,,,,,
delay,ESN,0.9868423624240923,0.9868423624240923,15.0,0.7,1.0,0.1,0.2,,,,,,
delay,ESN,0.8192267517254095,0.8192267517254095,15.0,0.7,1.0,0.5,0.0,,,,,,
delay,ESN,0.8905910681991129,0.8905910681991129,15.0,0.7,1.0,0.5,0.05,,,,,,
delay,ESN,0.8775430312890635,0.8775430312890635,15.0,0.7,1.0,0.5,0.1,,,,,,
delay,ESN,0.7943069573030417,0.7943069573030417,15.0,0.7,1.0,0.5,0.15,,,,,,
delay,ESN,0.7986807962034614,0.7986807962034614,15.0,0.7,1.0,0.5,0.2,,,,,,
delay,ESN,0.7627568547625915,0.7627568547625915,15.0,0.7,1.0,1.0,0.0,,,,,,
delay,ESN,0.661994851925819,0.661994851925819,15.0,0.7,1.0,1.0,0.05,,,,,,
delay,ESN,0.6826892756269886,0.6826892756269886,15.0,0.7,1.0,1.0,0.1,,,,,,
delay,ESN,0.7021382033877955,0.7021382033877955,15.0,0.7,1.0,1.0,0.15,,,,,,
delay,ESN,0.7951654827846858,0.7951654827846858,15.0,0.7,1.0,1.0,0.2,,,,,,
delay,ESN,0.696652854703182,0.696652854703182,15.0,0.7,1.0,1.5,0.0,,,,,,
delay,ESN,0.8122955814866688,0.8122955814866688,15.0,0.7,1.0,1.5,0.05,,,,,,
delay,ESN,0.6592970011619106,0.6592970011619106,15.0,0.7,1.0,1.5,0.1,,,,,,
delay,ESN,0.2567145775832328,0.2567145775832328,15.0,0.7,1.0,1.5,0.15,,,,,,
delay,ESN,0.6971595716303984,0.6971595716303984,15.0,0.7,1.0,1.5,0.2,,,,,,
delay,ESN,0.7130485420166502,0.7130485420166502,15.0,0.7,1.0,2.0,0.0,,,,,,
delay,ESN,0.5597311364202612,0.5597311364202612,15.0,0.7,1.0,2.0,0.05,,,,,,
delay,ESN,0.4725017621525681,0.4725017621525681,15.0,0.7,1.0,2.0,0.1,,,,,,
delay,ESN,0.2725492553213273,0.2725492553213273,15.0,0.7,1.0,2.0,0.15,,,,,,
delay,ESN,0.35428539958364386,0.35428539958364386,15.0,0.7,1.0,2.0,0.2,,,,,,
delay,ESN,0.5279818362767505,0.5279818362767505,15.0,0.7,1.0,2.5,0.0,,,,,,
delay,ESN,0.5981488595371102,0.5981488595371102,15.0,0.7,1.0,2.5,0.05,,,,,,
delay,ESN,0.576278527046501,0.576278527046501,15.0,0.7,1.0,2.5,0.1,,,,,,
delay,ESN,0.16913249823558082,0.16913249823558082,15.0,0.7,1.0,2.5,0.15,,,,,,
delay,ESN,0.38858286454941804,0.38858286454941804,15.0,0.7,1.0,2.5,0.2,,,,,,
delay,ESN,0.5489939728937856,0.5489939728937856,15.0,0.7,1.0,3.0,0.0,,,,,,
delay,ESN,0.04474136787843725,0.04474136787843725,15.0,0.7,1.0,3.0,0.05,,,,,,
delay,ESN,0.2769396014012484,0.2769396014012484,15.0,0.7,1.0,3.0,0.1,,,,,,
delay,ESN,0.21444750534991636,0.21444750534991636,15.0,0.7,1.0,3.0,0.15,,,,,,
delay,ESN,0.38797247835649856,0.38797247835649856,15.0,0.7,1.0,3.0,0.2,,,,,,
delay,ESN,0.5438453030169339,0.5438453030169339,15.0,0.7,1.0,3.5,0.0,,,,,,
delay,ESN,0.2849518085020352,0.2849518085020352,15.0,0.7,1.0,3.5,0.05,,,,,,
delay,ESN,0.2822708680439684,0.2822708680439684,15.0,0.7,1.0,3.5,0.1,,,,,,
delay,ESN,0.08791083622182545,0.08791083622182545,15.0,0.7,1.0,3.5,0.15,,,,,,
delay,ESN,0.46680473155240204,0.46680473155240204,15.0,0.7,1.0,3.5,0.2,,,,,,
delay,ESN,0.47417901530740547,0.47417901530740547,15.0,0.7,1.0,4.0,0.0,,,,,,
delay,ESN,0.4555945503964092,0.4555945503964092,15.0,0.7,1.0,4.0,0.05,,,,,,
delay,ESN,0.42955720393168334,0.42955720393168334,15.0,0.7,1.0,4.0,0.1,,,,,,
delay,ESN,0.1993213499668772,0.1993213499668772,15.0,0.7,1.0,4.0,0.15,,,,,,
delay,ESN,0.48777125885380906,0.48777125885380906,15.0,0.7,1.0,4.0,0.2,,,,,,
delay,ESN,0.4451347966293304,0.4451347966293304,15.0,0.7,1.0,4.5,0.0,,,,,,
delay,ESN,0.2793057038664092,0.2793057038664092,15.0,0.7,1.0,4.5,0.05,,,,,,
delay,ESN,0.14441055384286952,0.14441055384286952,15.0,0.7,1.0,4.5,0.1,,,,,,
delay,ESN,0.14817883293164189,0.14817883293164189,15.0,0.7,1.0,4.5,0.15,,,,,,
delay,ESN,0.3465716638116428,0.3465716638116428,15.0,0.7,1.0,4.5,0.2,,,,,,
delay,ESN,0.24300143413397085,0.24300143413397085,15.0,0.7,1.0,5.0,0.0,,,,,,
delay,ESN,0.11143190007753898,0.11143190007753898,15.0,0.7,1.0,5.0,0.05,,,,,,
delay,ESN,0.24165459246013335,0.24165459246013335,15.0,0.7,1.0,5.0,0.1,,,,,,
delay,ESN,0.436525057254526,0.436525057254526,15.0,0.7,1.0,5.0,0.15,,,,,,
delay,ESN,0.26006765027974693,0.26006765027974693,15.0,0.7,1.0,5.0,0.2,,,,,,
delay,ESN,0.9967363533312542,0.9967363533312542,15.0,0.7,1.05,0.1,0.0,,,,,,
delay,ESN,0.9955830414990549,0.9955830414990549,15.0,0.7,1.05,0.1,0.05,,,,,,
delay,ESN,0.9980081191630297,0.9980081191630297,15.0,0.7,1.05,0.1,0.1,,,,,,
delay,ESN,0.9812722955690087,0.9812722955690087,15.0,0.7,1.05,0.1,0.15,,,,,,
delay,ESN,0.9899824493791175,0.9899824493791175,15.0,0.7,1.05,0.1,0.2,,,,,,
delay,ESN,0.899385038174764,0.899385038174764,15.0,0.7,1.05,0.5,0.0,,,,,,
delay,ESN,0.8804448724315392,0.8804448724315392,15.0,0.7,1.05,0.5,0.05,,,,,,
delay,ESN,0.9032962540446438,0.9032962540446438,15.0,0.7,1.05,0.5,0.1,,,,,,
delay,ESN,0.7900405966303234,0.7900405966303234,15.0,0.7,1.05,0.5,0.15,,,,,,
delay,ESN,0.8746753363630977,0.8746753363630977,15.0,0.7,1.05,0.5,0.2,,,,,,
delay,ESN,0.8282105010040427,0.8282105010040427,15.0,0.7,1.05,1.0,0.0,,,,,,
delay,ESN,0.4980117235054406,0.4980117235054406,15.0,0.7,1.05,1.0,0.05,,,,,,
delay,ESN,0.5896739193016131,0.5896739193016131,15.0,0.7,1.05,1.0,0.1,,,,,,
delay,ESN,0.5819915667724174,0.5819915667724174,15.0,0.7,1.05,1.0,0.15,,,,,,
delay,ESN,0.6868994746416717,0.6868994746416717,15.0,0.7,1.05,1.0,0.2,,,,,,
delay,ESN,0.5989835897354758,0.5989835897354758,15.0,0.7,1.05,1.5,0.0,,,,,,
delay,ESN,0.47358308011652045,0.47358308011652045,15.0,0.7,1.05,1.5,0.05,,,,,,
delay,ESN,0.7122993922289125,0.7122993922289125,15.0,0.7,1.05,1.5,0.1,,,,,,
delay,ESN,0.3926249865735879,0.3926249865735879,15.0,0.7,1.05,1.5,0.15,,,,,,
delay,ESN,0.5723073789803188,0.5723073789803188,15.0,0.7,1.05,1.5,0.2,,,,,,
delay,ESN,0.6366844993187053,0.6366844993187053,15.0,0.7,1.05,2.0,0.0,,,,,,
delay,ESN,0.42974784025054197,0.42974784025054197,15.0,0.7,1.05,2.0,0.05,,,,,,
delay,ESN,0.4427065588897097,0.4427065588897097,15.0,0.7,1.05,2.0,0.1,,,,,,
delay,ESN,0.09760686533930883,0.09760686533930883,15.0,0.7,1.05,2.0,0.15,,,,,,
delay,ESN,0.5760850105229006,0.5760850105229006,15.0,0.7,1.05,2.0,0.2,,,,,,
delay,ESN,0.6271917066265693,0.6271917066265693,15.0,0.7,1.05,2.5,0.0,,,,,,
delay,ESN,0.48637869762170116,0.48637869762170116,15.0,0.7,1.05,2.5,0.05,,,,,,
delay,ESN,0.1265374460232598,0.1265374460232598,15.0,0.7,1.05,2.5,0.1,,,,,,
delay,ESN,0.0608997123809285,0.0608997123809285,15.0,0.7,1.05,2.5,0.15,,,,,,
delay,ESN,0.5070103071206973,0.5070103071206973,15.0,0.7,1.05,2.5,0.2,,,,,,
delay,ESN,0.6325235042654102,0.6325235042654102,15.0,0.7,1.05,3.0,0.0,,,,,,
delay,ESN,0.46223609194470855,0.46223609194470855,15.0,0.7,1.05,3.0,0.05,,,,,,
delay,ESN,0.21740143217783248,0.21740143217783248,15.0,0.7,1.05,3.0,0.1,,,,,,
delay,ESN,0.3227943582702263,0.3227943582702263,15.0,0.7,1.05,3.0,0.15,,,,,,
delay,ESN,0.23170372435170997,0.23170372435170997,15.0,0.7,1.05,3.0,0.2,,,,,,
delay,ESN,0.6347227605391572,0.6347227605391572,15.0,0.7,1.05,3.5,0.0,,,,,,
delay,ESN,0.30547402279297187,0.30547402279297187,15.0,0.7,1.05,3.5,0.05,,,,,,
delay,ESN,0.30288540108212814,0.30288540108212814,15.0,0.7,1.05,3.5,0.1,,,,,,
delay,ESN,0.45208657920916717,0.45208657920916717,15.0,0.7,1.05,3.5,0.15,,,,,,
delay,ESN,0.23221399975301346,0.23221399975301346,15.0,0.7,1.05,3.5,0.2,,,,,,
delay,ESN,0.6064111860349045,0.6064111860349045,15.0,0.7,1.05,4.0,0.0,,,,,,
delay,ESN,0.22485464226544113,0.22485464226544113,15.0,0.7,1.05,4.0,0.05,,,,,,
delay,ESN,0.21374038029300352,0.21374038029300352,15.0,0.7,1.05,4.0,0.1,,,,,,
delay,ESN,0.3150056813200699,0.3150056813200699,15.0,0.7,1.05,4.0,0.15,,,,,,
delay,ESN,0.3486347704658449,0.3486347704658449,15.0,0.7,1.05,4.0,0.2,,,,,,
delay,ESN,0.281009203369855,0.281009203369855,15.0,0.7,1.05,4.5,0.0,,,,,,
delay,ESN,0.18187560761388627,0.18187560761388627,15.0,0.7,1.05,4.5,0.05,,,,,,
delay,ESN,0.1381801611684938,0.1381801611684938,15.0,0.7,1.05,4.5,0.1,,,,,,
delay,ESN,0.1652012827242972,0.1652012827242972,15.0,0.7,1.05,4.5,0.15,,,,,,
delay,ESN,0.42050084036960633,0.42050084036960633,15.0,0.7,1.05,4.5,0.2,,,,,,
delay,ESN,0.25252549737876084,0.25252549737876084,15.0,0.7,1.05,5.0,0.0,,,,,,
delay,ESN,0.18980654824611504,0.18980654824611504,15.0,0.7,1.05,5.0,0.05,,,,,,
delay,ESN,0.008543866226739544,0.008543866226739544,15.0,0.7,1.05,5.0,0.1,,,,,,
delay,ESN,0.1772432360101216,0.1772432360101216,15.0,0.7,1.05,5.0,0.15,,,,,,
delay,ESN,0.09290181535371977,0.09290181535371977,15.0,0.7,1.05,5.0,0.2,,,,,,
delay,ESN,0.9971630085951143,0.9971630085951143,15.0,0.7,1.1,0.1,0.0,,,,,,
delay,ESN,0.9472673166780422,0.9472673166780422,15.0,0.7,1.1,0.1,0.05,,,,,,
delay,ESN,0.9972420812577201,0.9972420812577201,15.0,0.7,1.1,0.1,0.1,,,,,,
delay,ESN,0.9894481353959146,0.9894481353959146,15.0,0.7,1.1,0.1,0.15,,,,,,
delay,ESN,0.9904772524428683,0.9904772524428683,15.0,0.7,1.1,0.1,0.2,,,,,,
delay,ESN,0.8846080951284766,0.8846080951284766,15.0,0.7,1.1,0.5,0.0,,,,,,
delay,ESN,0.8418422537205624,0.8418422537205624,15.0,0.7,1.1,0.5,0.05,,,,,,
delay,ESN,0.8634866965917668,0.8634866965917668,15.0,0.7,1.1,0.5,0.1,,,,,,
delay,ESN,0.7942838096572062,0.7942838096572062,15.0,0.7,1.1,0.5,0.15,,,,,,
delay,ESN,0.8265381239395849,0.8265381239395849,15.0,0.7,1.1,0.5,0.2,,,,,,
delay,ESN,0.8630352548673168,0.8630352548673168,15.0,0.7,1.1,1.0,0.0,,,,,,
delay,ESN,0.7131628538755512,0.7131628538755512,15.0,0.7,1.1,1.0,0.05,,,,,,
delay,ESN,0.5136251178065782,0.5136251178065782,15.0,0.7,1.1,1.0,0.1,,,,,,
delay,ESN,0.4836428712445221,0.4836428712445221,15.0,0.7,1.1,1.0,0.15,,,,,,
delay,ESN,0.7244121265300658,0.7244121265300658,15.0,0.7,1.1,1.0,0.2,,,,,,
delay,ESN,0.6852007141729992,0.6852007141729992,15.0,0.7,1.1,1.5,0.0,,,,,,
delay,ESN,0.8116412797226429,0.8116412797226429,15.0,0.7,1.1,1.5,0.05,,,,,,
delay,ESN,0.690477962269931,0.690477962269931,15.0,0.7,1.1,1.5,0.1,,,,,,
delay,ESN,0.06306494955286593,0.06306494955286593,15.0,0.7,1.1,1.5,0.15,,,,,,
delay,ESN,0.60953230775364,0.60953230775364,15.0,0.7,1.1,1.5,0.2,,,,,,
delay,ESN,0.6761347058307042,0.6761347058307042,15.0,0.7,1.1,2.0,0.0,,,,,,
delay,ESN,0.4567377449867007,0.4567377449867007,15.0,0.7,1.1,2.0,0.05,,,,,,
delay,ESN,0.41495783710368966,0.41495783710368966,15.0,0.7,1.1,2.0,0.1,,,,,,
delay,ESN,0.3783687510905297,0.3783687510905297,15.0,0.7,1.1,2.0,0.15,,,,,,
delay,ESN,0.4814712631890424,0.4814712631890424,15.0,0.7,1.1,2.0,0.2,,,,,,
delay,ESN,0.6231136409896382,0.6231136409896382,15.0,0.7,1.1,2.5,0.0,,,,,,
delay,ESN,0.41163782106260205,0.41163782106260205,15.0,0.7,1.1,2.5,0.05,,,,,,
delay,ESN,0.29391638863034697,0.29391638863034697,15.0,0.7,1.1,2.5,0.1,,,,,,
delay,ESN,0.4504948173337903,0.4504948173337903,15.0,0.7,1.1,2.5,0.15,,,,,,
delay,ESN,0.47569486207688566,0.47569486207688566,15.0,0.7,1.1,2.5,0.2,,,,,,
delay,ESN,0.5276920774964583,0.5276920774964583,15.0,0.7,1.1,3.0,0.0,,,,,,
delay,ESN,0.5546765667505116,0.5546765667505116,15.0,0.7,1.1,3.0,0.05,,,,,,
delay,ESN,0.4044103960095143,0.4044103960095143,15.0,0.7,1.1,3.0,0.1,,,,,,
delay,ESN,0.19820714584750046,0.19820714584750046,15.0,0.7,1.1,3.0,0.15,,,,,,
delay,ESN,0.38867258139144734,0.38867258139144734,15.0,0.7,1.1,3.0,0.2,,,,,,
delay,ESN,0.47502461132413576,0.47502461132413576,15.0,0.7,1.1,3.5,0.0,,,,,,
delay,ESN,0.19480064983802511,0.19480064983802511,15.0,0.7,1.1,3.5,0.05,,,,,,
delay,ESN,0.3237900804127632,0.3237900804127632,15.0,0.7,1.1,3.5,0.1,,,,,,
delay,ESN,0.18071289418458727,0.18071289418458727,15.0,0.7,1.1,3.5,0.15,,,,,,
delay,ESN,0.323904160528815,0.323904160528815,15.0,0.7,1.1,3.5,0.2,,,,,,
delay,ESN,0.4406783793085376,0.4406783793085376,15.0,0.7,1.1,4.0,0.0,,,,,,
delay,ESN,0.19176335321416804,0.19176335321416804,15.0,0.7,1.1,4.0,0.05,,,,,,
delay,ESN,0.15100266904788778,0.15100266904788778,15.0,0.7,1.1,4.0,0.1,,,,,,
delay,ESN,0.3400827907855882,0.3400827907855882,15.0,0.7,1.1,4.0,0.15,,,,,,
delay,ESN,0.2970739386572081,0.2970739386572081,15.0,0.7,1.1,4.0,0.2,,,,,,
delay,ESN,0.47949506608121256,0.47949506608121256,15.0,0.7,1.1,4.5,0.0,,,,,,
delay,ESN,0.18601198880826636,0.18601198880826636,15.0,0.7,1.1,4.5,0.05,,,,,,
delay,ESN,0.39319848598209206,0.39319848598209206,15.0,0.7,1.1,4.5,0.1,,,,,,
delay,ESN,0.014165365362192596,0.014165365362192596,15.0,0.7,1.1,4.5,0.15,,,,,,
delay,ESN,0.39952269516812966,0.39952269516812966,15.0,0.7,1.1,4.5,0.2,,,,,,
delay,ESN,0.2871501299047858,0.2871501299047858,15.0,0.7,1.1,5.0,0.0,,,,,,
delay,ESN,0.481948615658591,0.481948615658591,15.0,0.7,1.1,5.0,0.05,,,,,,
delay,ESN,0.2428221094023918,0.2428221094023918,15.0,0.7,1.1,5.0,0.1,,,,,,
delay,ESN,0.05251935246096607,0.05251935246096607,15.0,0.7,1.1,5.0,0.15,,,,,,
delay,ESN,0.45403211025263057,0.45403211025263057,15.0,0.7,1.1,5.0,0.2,,,,,,
delay,ESN,0.9941205321318805,0.9941205321318805,15.0,0.7,1.15,0.1,0.0,,,,,,
delay,ESN,0.8774341733331095,0.8774341733331095,15.0,0.7,1.15,0.1,0.05,,,,,,
delay,ESN,0.9966407721156451,0.9966407721156451,15.0,0.7,1.15,0.1,0.1,,,,,,
delay,ESN,0.9718029448365075,0.9718029448365075,15.0,0.7,1.15,0.1,0.15,,,,,,
delay,ESN,0.9841285147817221,0.9841285147817221,15.0,0.7,1.15,0.1,0.2,,,,,,
delay,ESN,0.9240830267078567,0.9240830267078567,15.0,0.7,1.15,0.5,0.0,,,,,,
delay,ESN,0.8766482590617671,0.8766482590617671,15.0,0.7,1.15,0.5,0.05,,,,,,
delay,ESN,0.864552183115858,0.864552183115858,15.0,0.7,1.15,0.5,0.1,,,,,,
delay,ESN,0.8357947869939503,0.8357947869939503,15.0,0.7,1.15,0.5,0.15,,,,,,
delay,ESN,0.8361714151124053,0.8361714151124053,15.0,0.7,1.15,0.5,0.2,,,,,,
delay,ESN,0.8074848446428666,0.8074848446428666,15.0,0.7,1.15,1.0,0.0,,,,,,
delay,ESN,0.7527744000584405,0.7527744000584405,15.0,0.7,1.15,1.0,0.05,,,,,,
delay,ESN,0.576102930834996,0.576102930834996,15.0,0.7,1.15,1.0,0.1,,,,,,
delay,ESN,0.673171678688961,0.673171678688961,15.0,0.7,1.15,1.0,0.15,,,,,,
delay,ESN,0.6997270081848594,0.6997270081848594,15.0,0.7,1.15,1.0,0.2,,,,,,
delay,ESN,0.44709190148897965,0.44709190148897965,15.0,0.7,1.15,1.5,0.0,,,,,,
